s0070,1,61,76,56,84,81
s0071,1,56,54,62,63,69
s0072,1,80,67,64,51,98
s0073,1,76,85,69,65,61
s0074,1,65,56,76,100,66
s0075,1,91,73,56,52,93
s0076,1,84,92,55,84,87
s0077,1,51,69,55,97,76
s0078,1,53,50,61,55,77
s0079,1,99,87,74,81,53
s0080,1,93,66,59,92,81
s0081,1,96,74,64,81,53
s0082,1,60,72,71,90,95
s0083,1,57,85,88,100,81
s0084,1,64,96,96,58,75
s0085,1,88,54,85,76,94
s0086,1,61,98,68,99,73
s0087,1,54,77,89,98,99
s0088,1,96,86,78,77,87
s0089,1,75,59,59,83,98
s0090,1,62,100,89,57,56
s0091,1,76,79,56,94,60
s0092,1,66,79,79,53,97
s0093,1,72,82,69,51,94
s0094,1,74,80,51,66,58
s0095,1,89,85,63,69,85
s0096,1,58,52,80,60,65
s0097,1,62,51,54,78,93
s0098,1,83,62,99,61,52
s0099,1,85,56,54,70,89
s0100,1,58,80,75,83,63
s0101,1,93,55,55,98,86
s0102,1,77,97,68,56,64
s0103,1,95,93,55,57,100
s0104,1,99,93,51,78,89
s0105,1,69,53,77,77,51
s0106,1,50,71,50,99,73
s0107,1,50,57,82,83,83
s0108,1,66,77,70,66,54
s0109,1,79,71,99,90,94
s0110,1,60,60,89,94,63
s0111,1,64,72,63,59,97
s0112,1,66,73,54,59,90
s0113,1,89,50,75,60,51
s0114,1,61,60,98,84,87
s0115,1,70,52,83,79,67
s0116,1,98,68,59,72,93
s0117,1,54,96,76,81,94
s0118,1,58,93,90,72,58
s0119,1,52,87,77,99,85
s0120,1,75,78,67,97,95
s0121,1,79,58,59,98,96
s0122,1,97,59,81,97,53
s0123,1,65,62,65,90,75
s0124,1,81,62,82,76,89
s0125,1,86,90,71,86,71
s0126,1,75,98,62,97,51
s0127,1,58,78,76,59,94
s0128,1,53,85,67,51,50
s0129,1,84,61,68,50,86
s0130,1,61,57,78,79,99
s0131,1,69,71,81,94,68
s0132,1,76,93,55,82,52
s0133,1,94,58,83,98,52
s0134,1,50,67,88,92,96
s0135,1,55,76,57,96,85
s0136,1,61,100,56,76,64
s0137,1,77,69,52,81,75
s0138,1,69,70,80,98,70
s0139,1,94,98,60,84,92
s0140,1,80,59,75,73,82
s0141,1,69,53,86,91,51
s0142,1,52,59,93,74,93
s0143,1,84,97,94,94,61
s0144,1,86,50,99,64,68
s0145,1,64,58,85,79,52
s0146,1,86,93,56,51,52
s0147,1,92,76,86,62,94
s0148,1,75,62,96,64,65
s0149,1,60,69,51,96,81
s0150,1,52,53,74,65,50
s0151,1,55,95,78,83,66
s0152,1,69,97,66,92,83
s0153,1,86,58,85,98,80
s0154,1,63,61,100,94,89
s0155,1,85,73,73,89,54
s0156,1,58,68,82,54,79
s0157,1,68,94,62,90,93
s0158,1,59,97,79,85,95
s0159,1,51,83,95,79,94
s0160,1,57,77,80,81,66
s0161,1,61,93,72,62,73
s0162,1,76,51,80,69,58
s0163,1,62,93,55,82,67
s0164,1,75,76,73,94,96
s0165,1,50,87,82,75,89
s0166,1,52,90,78,84,62
s0167,1,54,70,60,67,87
s0168,1,63,81,53,71,66
s0169,1,94,70,95,91,97
s0170,1,90,84,96,54,93
s0171,1,77,91,58,96,57
s0172,1,89,98,80,57,59
s0173,1,74,71,84,77,57
s0174,1,56,69,70,90,90
s0175,1,55,68,62,50,64
s0176,1,87,70,53,62,100
s0177,1,53,55,55,73,73
s0178,1,82,58,84,86,69
s0179,1,77,82,98,79,63
s0180,1,75,79,100,99,59
s0181,1,73,56,85,94,83
s0182,1,70,68,69,86,63
s0183,1,50,90,92,87,71
s0184,1,95,62,97,93,99
s0185,1,52,92,89,69,57
s0186,1,93,69,62,77,90
s0187,1,98,66,70,83,71
s0188,1,61,97,63,62,60
s0189,1,51,78,97,50,63
s0190,1,68,62,86,61,50
s0191,1,73,91,66,77,63
s0192,1,89,83,87,76,67
s0193,1,79,71,88,83,95
s0194,1,94,69,54,53,92
s0195,1,67,68,55,99,65
s0196,1,62,68,78,63,61
s0197,1,74,84,63,54,70
s0198,1,54,93,63,74,76
s0199,1,76,97,51,87,52
s0200,1,94,57,70,90,71
s0201,1,83,74,67,57,79
s0202,1,63,85,64,56,88
s0203,1,92,95,94,81,58
s0204,1,89,85,57,74,95
s0205,1,89,91,77,90,95
s0206,1,70,58,50,57,90
s0207,1,54,99,74,62,60
s0208,1,81,55,95,57,82
s0209,1,51,81,100,60,87
s0210,1,63,94,72,74,74
s0211,1,82,71,58,80,93
s0212,1,68,98,52,60,59
s0213,1,71,95,99,82,87
s0214,1,74,99,63,67,76
s0215,1,65,86,67,80,59
s0216,1,61,72,61,73,63
s0217,1,85,63,82,65,83
s0218,1,62,96,65,53,70
s0219,1,58,86,93,93,67
s0220,1,69,66,85,92,96
s0221,1,83,83,73,67,100
s0222,1,64,75,76,64,85
s0223,1,58,79,78,54,93
s0224,1,65,93,75,70,93
s0225,1,83,68,92,99,70
s0226,1,97,66,74,76,84
s0227,1,62,50,78,76,54
s0228,1,54,56,74,90,58
s0229,1,91,87,57,63,52
s0230,1,82,51,95,58,98
s0231,1,51,86,70,66,64
s0232,1,51,88,60,97,65
s0233,1,86,93,68,64,77
s0234,1,66,52,61,57,58
s0235,1,95,77,69,72,88
s0236,1,60,68,68,86,91
s0237,1,66,54,88,87,76
s0238,1,78,75,82,58,82
s0239,1,73,75,83,83,86
s0240,1,62,79,71,72,53
s0241,1,86,82,97,77,59
s0242,1,84,73,68,56,60
s0243,1,87,71,98,63,93
s0244,1,98,98,95,81,97
s0245,1,100,54,75,57,83
s0246,1,97,96,76,79,93
s0247,1,68,97,81,98,76
s0248,1,91,68,52,59,79
s0249,1,74,52,67,65,92
s0250,1,57,95,74,71,91
s0251,1,70,75,89,86,60
s0252,1,66,70,87,88,78
s0253,1,94,85,82,79,67
s0254,1,81,100,92,95,80
s0255,1,69,52,61,54,89
s0256,1,72,95,61,99,51
s0257,1,55,79,89,83,75
s0258,1,79,83,61,78,55
s0259,1,72,60,85,66,83
s0260,1,55,75,86,90,68
s0261,1,68,78,70,66,80
s0262,1,97,53,68,59,90
s0263,1,96,71,50,50,74
s0264,1,80,77,77,70,78
s0265,1,55,92,100,55,70
s0266,1,77,54,99,53,99
s0267,1,60,92,74,67,58
s0268,1,53,56,87,92,91
s0269,1,85,96,63,71,71
s0270,1,95,76,64,86,85
s0271,1,62,74,79,80,70
s0272,1,99,97,79,51,94
s0273,1,51,51,59,65,80
s0274,1,69,87,78,85,68
s0275,1,60,63,62,91,83
s0276,1,100,94,56,79,80
s0277,1,92,56,82,78,62
s0278,1,62,97,85,73,72
s0279,1,68,64,80,55,61
s0280,1,52,94,62,73,82
s0281,1,83,90,60,76,77
s0282,1,70,55,71,68,98
s0283,1,80,74,55,55,64
s0284,1,51,71,92,64,65
s0285,1,82,83,68,95,79
s0286,1,57,59,69,74,72
s0287,1,58,67,82,95,73
s0288,1,66,90,61,77,68
s0289,1,84,68,87,98,62
s0290,1,100,91,80,83,89
s0291,1,59,92,87,67,93
s0292,1,81,85,61,61,52
s0293,1,79,73,100,76,95
s0294,1,50,85,66,91,66
s0295,1,90,60,99,50,53
s0296,1,71,57,96,96,59
s0297,1,50,94,99,74,95
s0298,1,62,75,53,81,59
s0299,1,52,72,52,91,79
s0300,1,84,73,72,53,81
s0301,1,64,66,99,68,51
s0302,1,85,89,98,50,67
s0303,1,84,77,65,91,62
s0304,1,82,93,100,69,80
s0305,1,67,100,78,64,87
s0306,1,78,50,51,55,62
s0307,1,68,87,83,83,76
s0308,1,74,88,68,65,66
s0309,1,53,99,82,68,93
s0310,1,87,81,87,93,93
s0311,1,56,91,69,54,51
s0312,1,57,94,80,58,57
s0313,1,67,63,98,82,68
s0314,1,84,72,70,89,95
s0315,1,86,57,76,64,76
s0316,1,74,89,80,75,79
s0317,1,94,66,56,78,68
s0318,1,85,63,77,50,80
s0319,1,87,61,57,59,83
s0320,1,82,97,73,51,60
s0321,1,85,100,59,74,83
s0322,1,79,52,59,57,81
s0323,1,83,94,73,50,78
s0324,1,75,85,59,93,60
s0325,1,84,64,79,85,83
s0326,1,91,72,89,77,62
s0327,1,87,75,63,63,56
s0328,1,92,68,85,53,93
s0329,1,94,83,68,83,92
s0330,1,51,80,85,68,54
s0331,1,68,79,69,50,74
s0332,1,61,81,82,67,92
s0333,1,97,69,92,55,71
s0334,1,69,70,54,60,77
s0335,1,59,88,67,76,75
s0336,1,58,77,56,95,79
s0337,1,64,93,85,93,54
s0338,1,98,76,100,76,73
s0339,1,67,82,93,59,64
s0340,1,58,66,69,67,74
s0341,1,86,80,93,70,88
s0342,1,64,98,96,57,64
s0343,1,86,78,84,71,83
s0344,1,91,92,87,96,91
s0345,1,79,99,51,74,84
s0346,1,92,84,80,65,64
s0347,1,60,81,50,73,58
s0348,1,73,95,53,90,90
s0349,1,56,78,52,56,97
s0350,1,84,97,89,97,92
s0351,1,52,74,61,83,74
s0352,1,68,87,63,74,78
s0353,1,62,56,98,77,80
s0354,1,72,96,92,92,85
s0355,1,72,90,98,74,54
s0356,1,73,68,74,64,86
s0357,1,89,76,69,84,70
s0358,1,53,88,97,65,77
s0359,1,74,76,76,66,77
s0360,1,66,90,61,62,76
s0361,1,87,75,92,96,53
s0362,1,57,87,68,50,79
s0363,1,71,72,62,61,79
s0364,1,97,80,67,65,59
s0365,1,54,90,95,54,79
s0366,1,55,97,86,74,83
s0367,1,97,81,57,66,50
s0368,1,76,55,61,87,81
s0369,1,77,67,89,87,57
s0370,1,94,74,79,86,83
s0371,1,61,67,84,50,75
s0372,1,93,94,80,85,93
s0373,1,81,100,79,51,85
s0374,1,62,55,70,72,100
s0375,1,57,68,90,82,95
s0376,1,87,69,97,95,68
s0377,1,53,71,64,98,91
s0378,1,72,96,72,66,53
s0379,1,89,98,92,84,80
s0380,1,95,99,81,98,52
s0381,1,93,94,63,72,83
s0382,1,83,92,97,76,92
s0383,1,55,85,80,99,62
s0384,1,65,78,97,78,58
s0385,1,80,69,71,52,90
s0386,1,94,61,86,59,82
s0387,1,96,58,91,92,59
s0388,1,90,70,93,51,71
s0389,1,59,90,65,63,63
s0390,1,94,64,74,77,68
s0391,1,52,66,72,73,91
s0392,1,69,95,62,50,55
s0393,1,53,61,97,66,54
s0394,1,83,89,68,75,62
s0395,1,81,85,94,99,84
s0396,1,99,89,88,60,84
s0397,1,67,91,98,82,68
s0398,1,78,53,61,51,84
s0399,1,52,67,74,59,60
s0400,1,82,82,52,77,76
s0401,1,63,72,78,61,70
s0402,1,69,73,60,69,71
s0403,1,59,88,77,57,69
s0404,1,89,94,79,89,61
s0405,1,81,57,68,53,95
s0406,1,99,62,51,89,56
s0407,1,59,93,88,52,93
s0408,1,80,52,63,81,95
s0409,1,94,89,56,50,77
s0410,1,55,73,84,72,80
s0411,1,67,67,72,73,73
s0412,1,56,76,56,97,89
s0413,1,81,63,100,68,68
s0414,1,86,85,72,55,69
s0415,1,95,98,54,78,51
s0416,1,57,63,69,83,60
s0417,1,61,74,87,70,79
s0418,1,94,54,65,84,85
s0419,1,95,69,70,97,82
s0420,1,53,84,99,89,68
s0421,1,63,91,59,73,81
s0422,1,76,51,79,67,84
s0423,1,73,88,96,85,82
s0424,1,99,56,95,57,95
s0425,1,76,72,80,93,94
s0426,1,54,65,86,97,78
s0427,1,71,87,91,76,91
s0428,1,88,79,68,94,91
s0429,1,90,63,73,93,59
s0430,1,65,71,53,84,50
s0431,1,61,97,70,84,80
s0432,1,63,61,98,68,50
s0433,1,52,57,51,73,63
s0434,1,53,64,61,84,99
s0435,1,86,81,89,82,61
s0436,1,66,77,51,59,83
s0437,1,93,79,73,86,52
s0438,1,77,98,62,79,75
s0439,1,67,68,68,86,82
s0440,1,80,85,78,56,58
s0441,1,58,59,58,78,86
s0442,1,95,54,59,86,99
s0443,1,99,88,67,60,68
s0444,1,64,51,80,76,92
s0445,1,73,100,91,77,79
s0446,1,72,71,69,80,61
s0447,1,74,78,81,79,67
s0448,1,51,99,100,88,87
s0449,1,90,80,51,88,67
s0450,1,87,74,72,93,82
s0451,1,85,74,65,91,82
s0452,1,96,63,100,89,89
s0453,1,99,57,97,56,58
s0454,1,71,71,58,75,57
s0455,1,69,53,71,87,96
s0456,1,97,73,62,85,51
s0457,1,68,60,84,65,58
s0458,1,53,97,62,72,52
s0459,1,98,93,82,88,55
s0460,1,94,81,87,73,71
s0461,1,80,96,91,74,97
s0462,1,90,100,97,87,83
s0463,1,82,100,54,62,50
s0464,1,60,78,65,87,70
s0465,1,81,57,54,54,64
s0466,1,99,58,56,66,64
s0467,1,86,72,93,61,70
s0468,1,66,72,80,89,95
s0469,1,93,67,66,72,99
s0470,1,81,91,65,68,66
s0471,1,99,57,53,86,68
s0472,1,76,96,50,77,61
s0473,1,51,73,95,78,100
s0474,1,99,78,77,89,72
s0475,1,65,67,84,65,74
s0476,1,56,80,57,69,96
s0477,1,88,52,54,93,50
s0478,1,99,56,52,97,67
s0479,1,50,67,85,94,62
s0480,1,57,97,92,56,67
s0481,1,74,60,60,58,95
s0482,1,97,74,70,59,81
s0483,1,80,73,79,57,73
s0484,1,95,74,52,51,67
s0485,1,71,98,75,61,98
s0486,1,67,99,81,64,80
s0487,1,65,56,54,83,96
s0488,1,68,74,92,80,79
s0489,1,63,84,51,93,73
s0490,1,56,54,90,56,97
s0491,1,62,71,73,84,60
s0492,1,58,54,62,51,79
s0493,1,56,69,85,62,79
s0494,1,96,97,83,63,58
s0495,1,82,92,74,90,63
s0496,1,51,83,87,94,84
s0497,1,61,53,54,98,72
s0498,1,58,82,94,71,87
s0499,1,56,73,55,91,70
s0500,1,65,76,55,93,70
s0501,1,97,52,81,97,99
s0502,1,53,98,99,64,87
s0503,1,91,98,83,72,64
s0504,1,83,55,88,88,56
s0505,1,53,58,83,51,91
s0506,1,97,70,60,91,76
s0507,1,77,87,69,53,94
s0508,1,74,55,80,99,80
s0509,1,84,52,88,86,74
s0510,1,85,84,72,62,86
s0511,1,77,90,94,74,73
s0512,1,77,59,65,87,57
s0513,1,91,55,89,77,63
s0514,1,87,95,55,94,90
s0515,1,98,70,88,65,57
s0516,1,53,77,90,95,81
s0517,1,62,100,94,79,54
s0518,1,97,67,83,94,89
s0519,1,88,100,95,99,88
s0520,1,58,93,58,67,55
s0521,1,58,82,64,52,70
s0522,1,57,84,95,62,55
s0523,1,62,94,71,93,80
s0524,1,62,51,50,77,100
s0525,1,90,64,95,51,74
s0526,1,59,78,77,89,59
s0527,1,62,75,51,91,56
s0528,1,89,97,56,96,90
s0529,1,86,85,95,67,97
s0530,1,72,79,73,97,96
s0531,1,93,86,69,100,58
s0532,1,52,73,74,98,99
s0533,1,79,98,95,77,55
s0534,1,53,65,56,75,87
s0535,1,54,97,86,72,56
s0536,1,69,88,90,62,59
s0537,1,50,84,63,65,98
s0538,1,76,67,73,58,70
s0539,1,79,86,93,69,92
s0540,1,58,69,58,55,52
s0541,1,82,96,59,93,75
s0542,1,94,67,98,86,90
s0543,1,93,83,96,83,93
s0544,1,61,88,61,68,56
s0545,1,79,70,81,50,81
s0546,1,89,83,52,77,82
s0547,1,64,73,90,72,54
s0548,1,70,90,93,81,65
s0549,1,86,53,80,73,55
s0550,1,80,94,56,60,67
s0551,1,70,86,86,58,83
s0552,1,84,73,92,64,87
s0553,1,85,65,84,96,90
s0554,1,82,83,54,86,97
s0555,1,89,84,96,85,72
s0556,1,53,57,80,100,98
s0557,1,57,59,82,63,64
s0558,1,77,62,86,97,99
s0559,1,81,84,69,90,80
s0560,1,97,54,50,73,79
s0561,1,50,80,57,86,87
s0562,1,53,95,55,84,93
s0563,1,75,57,78,70,87
s0564,1,69,64,61,76,100
s0565,1,51,72,86,90,62
s0566,1,80,69,96,64,60
s0567,1,63,96,81,60,98
s0568,1,79,83,97,90,57
s0569,1,51,70,56,58,99
s0570,1,80,80,80,60,72
s0571,1,98,68,75,83,88
s0572,1,71,74,73,57,77
s0573,1,65,91,60,58,97
s0574,1,63,60,86,68,55
s0575,1,95,95,74,50,75
s0576,1,84,78,51,73,87
s0577,1,99,95,70,56,73
s0578,1,77,78,83,78,94
s0579,1,92,80,83,60,61
s0580,1,56,75,67,60,88
s0581,1,94,72,79,88,83
s0582,1,52,54,78,73,92
s0583,1,91,54,73,65,80
s0584,1,52,95,99,72,62
s0585,1,56,96,70,72,79
s0586,1,96,68,100,96,52
s0587,1,67,82,91,90,55
s0588,1,63,97,76,67,70
s0589,1,74,81,69,79,92
s0590,1,84,98,97,94,80
s0591,1,51,96,66,83,55
s0592,1,74,65,89,76,52
s0593,1,89,70,58,65,58
s0594,1,70,98,78,81,90
s0595,1,59,83,71,87,80
s0596,1,58,50,53,88,89
s0597,1,50,55,71,77,57
s0598,1,69,87,51,73,81
s0599,1,87,70,52,93,87
s0600,1,87,91,90,77,83
s0601,1,61,55,50,78,77
s0602,1,66,71,65,91,87
s0603,1,99,67,73,100,50
s0604,1,71,91,99,92,95
s0605,1,61,54,51,60,60
s0606,1,60,62,68,50,71
s0607,1,89,74,88,78,85
s0608,1,54,81,77,100,55
s0609,1,66,57,76,51,50
s0610,1,99,93,67,99,53
s0611,1,86,93,70,100,78
s0612,1,63,90,86,96,52
s0613,1,51,73,96,89,90
s0614,1,90,87,98,95,84
s0615,1,81,51,95,69,75
s0616,1,72,94,96,93,61
s0617,1,60,90,85,79,79
s0618,1,74,96,78,51,83
s0619,1,78,88,67,93,53
s0620,1,67,52,58,78,54
s0621,1,90,91,64,98,97
s0622,1,55,59,90,64,65
s0623,1,50,81,90,100,50
s0624,1,66,62,81,92,55
s0625,1,57,87,82,94,76
s0626,1,94,64,77,85,82
s0627,1,85,99,85,74,62
s0628,1,97,64,83,99,56
s0629,1,88,69,100,85,55
s0630,1,85,97,97,57,86
s0631,1,97,79,55,69,64
s0632,1,63,79,84,55,86
s0633,1,84,73,88,53,83
s0634,1,59,89,58,91,90
s0635,1,68,66,54,56,58
s0636,1,60,95,69,54,69
s0637,1,68,61,93,89,77
s0638,1,61,96,94,50,57
s0639,1,58,60,89,98,93
s0640,1,88,88,86,54,76
s0641,1,66,57,74,66,51
s0642,1,51,76,63,59,72
s0643,1,76,93,86,64,51
s0644,1,58,78,92,89,55
s0645,1,70,62,77,58,60
s0646,1,88,59,78,62,54
s0647,1,81,89,93,87,96
s0648,1,64,91,85,51,90
s0649,1,84,59,95,54,71
s0650,1,68,88,97,65,90
s0651,1,79,89,54,65,61
s0652,1,76,95,64,78,79
s0653,1,65,87,65,68,51
s0654,1,88,55,68,58,87
s0655,1,51,86,73,69,97
s0656,1,56,60,50,75,73
s0657,1,76,76,57,68,51
s0658,1,64,87,97,93,61
s0659,1,87,61,64,57,81
s0660,1,92,91,70,67,72
s0661,1,66,51,91,85,79
s0662,1,84,57,70,91,86
s0663,1,66,74,58,71,50
s0664,1,62,82,65,57,76
s0665,1,87,50,79,56,98
s0666,1,69,72,77,82,94
s0667,1,100,50,53,58,95
s0668,1,64,83,73,77,55
s0669,1,91,76,89,52,51
s0670,1,78,55,88,90,92
s0671,1,85,71,70,57,75
s0672,1,62,53,88,72,62
s0673,1,80,77,93,74,51
s0674,1,90,100,77,100,90
s0675,1,69,53,82,51,88
s0676,1,85,78,56,100,66
s0677,1,71,55,56,55,66
s0678,1,94,94,87,89,92
s0679,1,80,53,70,91,100
s0680,1,82,63,62,51,57
s0681,1,86,84,85,93,98
s0682,1,84,92,73,82,52
s0683,1,98,68,57,58,58
s0684,1,54,65,50,78,80
s0685,1,84,57,64,97,76
s0686,1,79,53,99,99,74
s0687,1,55,89,66,72,50
s0688,1,84,93,83,83,75
s0689,1,98,97,89,81,83
s0690,1,79,51,99,57,95
s0691,1,75,71,98,56,81
s0692,1,87,73,89,95,67
s0693,1,50,66,61,60,72
s0694,1,70,91,73,54,64
s0695,1,87,85,72,67,100
s0696,1,52,72,68,84,61
s0697,1,88,73,98,52,85
s0698,1,64,84,53,88,60
s0699,1,72,67,51,76,60
s0700,1,57,61,56,52,64
s0701,1,51,87,86,90,90
s0702,1,61,79,96,68,84
s0703,1,57,70,69,63,82
s0704,1,87,77,85,78,83
s0705,1,63,75,67,75,53
s0706,1,76,60,76,88,56
s0707,1,84,81,70,57,64
s0708,1,99,76,88,91,50
s0709,1,60,75,75,77,54
s0710,1,60,60,65,79,56
s0711,1,96,68,70,53,79
s0712,1,61,97,91,74,96
s0713,1,70,74,97,81,90
s0714,1,77,93,50,54,94
s0715,1,71,80,89,58,96
s0716,1,78,86,69,54,86
s0717,1,97,53,81,71,92
s0718,1,97,66,82,65,82
s0719,1,64,57,83,98,94
s0720,1,77,73,86,93,72
s0721,1,80,52,75,98,60
s0722,1,74,51,64,55,91
s0723,1,76,87,78,89,82
s0724,1,55,57,51,69,81
s0725,1,81,75,72,82,78
s0726,1,80,52,82,93,68
s0727,1,78,60,81,74,93
s0728,1,82,67,81,56,99
s0729,1,93,78,83,71,98
s0730,1,90,92,67,68,64
s0731,1,93,58,53,55,81
s0732,1,94,80,85,68,92
s0733,1,54,88,87,61,95
s0734,1,71,59,66,77,50
s0735,1,63,50,84,57,82
s0736,1,87,70,76,51,57
s0737,1,78,86,89,100,98
s0738,1,90,89,53,75,96
s0739,1,62,95,76,79,73
s0740,1,62,66,62,54,79
s0741,1,70,85,94,78,54
s0742,1,89,99,80,73,64
s0743,1,62,98,85,91,59
s0744,1,52,77,63,85,65
s0745,1,61,53,99,60,62
s0746,1,66,63,95,96,55
s0747,1,71,91,62,54,79
s0748,1,98,95,77,86,88
s0749,1,77,87,60,89,55
s0750,1,74,75,59,73,74
s0751,1,65,89,90,86,56
s0752,1,87,59,68,93,93
s0753,1,63,68,53,97,73
s0754,1,54,69,95,81,58
s0755,1,100,73,84,74,71
s0756,1,70,88,83,64,87
s0757,1,73,79,84,71,56
s0758,1,99,68,100,62,82
s0759,1,68,58,81,65,100
s0760,1,63,89,63,76,77
s0761,1,92,76,70,65,97
s0762,1,56,76,94,80,57
s0763,1,52,61,60,97,77
s0764,1,58,54,66,68,82
s0765,1,74,73,73,96,55
s0766,1,85,55,96,84,97
s0767,1,67,97,64,99,81
s0768,1,61,54,55,93,62
s0769,1,60,96,62,82,53
s0770,1,55,60,94,84,51
s0771,1,93,61,63,93,100
s0772,1,91,69,99,84,75
s0773,1,71,75,60,53,76
s0774,1,82,78,93,58,71
s0775,1,61,51,99,65,65
s0776,1,56,90,50,72,73
s0777,1,81,90,82,75,76
s0778,1,83,61,85,99,70
s0779,1,67,97,88,78,71
s0780,1,53,59,67,50,76
s0781,1,52,94,82,56,59
s0782,1,83,75,65,62,76
s0783,1,57,87,55,55,98
s0784,1,93,98,81,96,73
s0785,1,50,93,81,72,97
s0786,1,52,93,97,73,76
s0787,1,52,52,96,94,85
s0788,1,79,52,62,86,88
s0789,1,75,88,86,74,88
s0790,1,92,92,63,68,62
s0791,1,70,55,86,70,62
s0792,1,85,86,84,94,85
s0793,1,57,75,93,84,74
s0794,1,54,86,87,58,64
s0795,1,53,58,54,62,73
s0796,1,81,78,51,75,51
s0797,1,76,80,64,61,96
s0798,1,87,71,83,83,76
s0799,1,77,75,64,97,85
s0800,1,91,66,58,59,90
s0801,1,73,79,78,100,76
s0802,1,72,91,87,84,95
s0803,1,54,72,96,68,77
s0804,1,51,70,89,82,74
s0805,1,59,89,62,67,52
s0806,1,64,98,73,76,80
s0807,1,62,64,99,94,96
s0808,1,66,68,66,86,55
s0809,1,72,73,100,83,62
s0810,1,70,96,96,63,82
s0811,1,93,90,78,58,72
s0812,1,86,79,100,63,95
s0813,1,86,87,90,64,87
s0814,1,66,51,96,93,58
s0815,1,100,81,61,83,93
s0816,1,77,88,56,88,67
s0817,1,95,93,100,70,85
s0818,1,55,92,52,83,55
s0819,1,89,52,55,58,57
s0820,1,88,95,83,77,86
s0821,1,67,61,87,86,90
s0822,1,63,97,67,89,86
s0823,1,94,61,85,63,78
s0824,1,67,98,79,64,79
s0825,1,89,55,65,57,64
s0826,1,89,50,71,73,93
s0827,1,59,78,92,80,50
s0828,1,84,66,74,56,90
s0829,1,83,61,56,53,76
s0830,1,98,87,99,70,71
s0831,1,54,91,79,85,64
s0832,1,78,100,82,86,52
s0833,1,95,58,53,82,96
s0834,1,75,72,100,87,60
s0835,1,99,65,65,78,51
s0836,1,68,69,51,76,67
s0837,1,67,63,96,54,84
s0838,1,95,64,68,74,74
s0839,1,99,98,83,59,88
s0840,1,69,59,64,100,76
s0841,1,55,57,87,67,63
s0842,1,66,82,50,50,62
s0843,1,66,81,76,81,63
s0844,1,59,69,68,66,86
s0845,1,69,79,94,77,54
s0846,1,100,74,50,87,68
s0847,1,60,88,82,51,71
s0848,1,74,63,54,81,74
s0849,1,85,61,58,67,50
s0850,1,55,98,100,59,91
s0851,1,58,66,71,61,64
s0852,1,59,54,82,70,95
s0853,1,69,86,69,96,78
s0854,1,74,76,89,68,94
s0855,1,62,90,97,85,90
s0856,1,50,91,56,59,95
s0857,1,92,97,72,60,61
s0858,1,60,79,99,56,57
s0859,1,54,64,81,76,91
s0860,1,100,73,67,80,57
s0861,1,54,60,64,67,75
s0862,1,89,97,69,69,84
s0863,1,55,70,53,97,71
s0864,1,64,61,53,93,93
s0865,1,96,53,84,88,96
s0866,1,64,52,68,69,71
s0867,1,51,71,60,67,81
s0868,1,87,85,84,73,90
s0869,1,94,76,53,64,65
s0870,1,63,65,77,88,85
s0871,1,89,84,67,78,50
s0872,1,73,72,79,60,62
s0873,1,77,58,65,97,89
s0874,1,54,100,86,99,57
s0875,1,56,86,100,97,57
